date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d
2025-12-30,80.18000030517578,82.88999938964844,79.6500015258789,79.88999938964844,7561700,0.0,0.0,50.0,50.0
2025-12-31,79.95999908447266,80.38999938964844,78.7699966430664,79.30000305175781,5754000,0.0,0.0,50.0,50.0
2026-01-02,80.83999633789062,84.58000183105469,79.62000274658203,83.47000122070312,8382500,0.0,0.0,50.0,50.0
2026-01-05,84.57499694824219,88.05999755859375,84.0999984741211,84.80000305175781,9112400,0.0,0.0,50.0,50.0
2026-01-06,86.0,86.19999694824219,81.947998046875,84.8499984741211,7456700,0.0,0.0,50.0,50.0
2026-01-07,83.19000244140625,83.5999984741211,80.52999877929688,80.58999633789062,6610400,0.0,0.0,50.0,50.0
2026-01-08,79.9000015258789,82.72000122070312,78.8499984741211,81.79000091552734,5375000,0.0,0.0,50.0,50.0
2026-01-09,82.19999694824219,84.33000183105469,79.44999694824219,82.9000015258789,7686400,0.0,0.0,50.0,50.0
2026-01-12,81.13999938964844,83.12000274658203,79.8499984741211,82.9000015258789,6863200,0.0,0.0,48.15,49.38
2026-01-13,83.23500061035156,84.27999877929688,80.29000091552734,83.45999908447266,8436100,0.0,0.0,48.93,49.23
2026-01-14,84.98999786376953,88.45999908447266,81.75,84.80000305175781,14373600,0.0,0.0,53.26,50.57
2026-01-15,83.47000122070312,83.79000091552734,76.11000061035156,76.5999984741211,16933700,0.0,0.0,36.83,45.99
2026-01-16,76.73999786376953,80.0199966430664,75.58000183105469,78.61000061035156,9931600,0.0,0.0,32.39,41.46
2026-01-20,75.69999694824219,77.47000122070312,72.62000274658203,72.69999694824219,12061500,0.0,0.0,21.76,34.89
2026-01-21,72.9000015258789,74.58999633789062,70.41999816894531,72.63999938964844,8343200,0.0,0.0,18.61,29.47
2026-01-22,73.55000305175781,73.80999755859375,70.76000213623047,71.3499984741211,7345900,0.0,0.0,14.13,24.35
2026-01-23,70.86000061035156,72.55000305175781,69.87999725341797,71.33000183105469,7506200,0.0,0.0,12.02,20.24
2026-01-26,70.01000213623047,72.43000030517578,69.8499984741211,70.9000015258789,7238000,0.0,0.0,9.89,16.79
2026-01-27,70.37999725341797,70.53800201416016,67.5,69.95999908447266,10213400,0.0,0.0,10.51,14.7
2026-01-28,72.86000061035156,77.0,71.91000366210938,72.83999633789062,16300600,0.0,0.0,17.93,15.78
2026-01-29,70.30500030517578,70.5999984741211,65.75,67.55000305175781,16968100,0.0,0.0,16.16,15.9
2026-01-30,66.5999984741211,66.91000366210938,61.8849983215332,63.93000030517578,15737900,0.0,0.0,15.15,15.65
2026-02-02,61.5,61.869998931884766,58.40999984741211,58.86000061035156,14468200,0.0,0.0,10.9,14.07
2026-02-03,60.16600036621094,60.16600036621094,53.7599983215332,56.15999984741211,16819300,0.0,0.0,10.71,12.95
2026-02-04,56.185001373291016,56.290000915527344,51.52000045776367,55.04999923706055,14496000,0.0,0.0,11.76,12.55
2026-02-05,53.630001068115234,54.47800064086914,49.900001525878906,50.22999954223633,15489000,0.0,0.0,8.25,11.12
2026-02-06,53.80500030517578,57.79999923706055,53.619998931884766,57.040000915527344,17508700,0.0,0.0,14.28,12.17
2026-02-09,56.33000183105469,60.880001068115234,55.7599983215332,60.099998474121094,10755400,0.0,0.0,22.07,15.47
2026-02-10,58.540000915527344,62.0,58.29999923706055,59.75,7515500,0.0,0.0,30.57,20.5
2026-02-11,59.11000061035156,59.16999816894531,55.88999938964844,57.86000061035156,8585500,0.0,0.0,35.98,25.66
2026-02-12,58.75,58.75,55.310001373291016,56.630001068115234,8567200,0.0,0.0,42.53,31.28
2026-02-13,58.439998626708984,62.20000076293945,57.22999954223633,60.040000915527344,12023900,0.0,0.0,55.83,39.47
2026-02-17,59.27000045776367,62.900001525878906,57.02000045776367,61.619998931884766,9686900,0.0,0.0,67.27,48.73
2026-02-18,62.125,64.69999694824219,61.20000076293945,63.150001525878906,7462500,0.0,0.0,74.69,57.39
2026-02-19,62.26499938964844,62.849998474121094,59.79999923706055,61.91999816894531,6951600,0.0,0.0,74.76,63.18
2026-02-20,62.25,65.5,61.5,63.02000045776367,9415100,0.0,0.0,75.06,67.14
2026-02-23,62.095001220703125,63.130001068115234,59.83000183105469,61.16999816894531,8797200,0.0,0.0,69.21,67.83
2026-02-24,60.38999938964844,62.95000076293945,59.459999084472656,61.369998931884766,8283500,0.0,0.0,65.96,67.21
2026-02-25,73.7699966430664,83.3499984741211,71.19000244140625,83.13999938964844,63849900,0.0,0.0,77.06,70.49
2026-02-26,81.56500244140625,90.5999984741211,81.2300033569336,87.20999908447266,41836500,0.0,0.0,81.34,74.11
2026-02-27,83.62000274658203,84.9800033569336,80.97000122070312,83.44000244140625,19295200,0.0,0.0,80.45,76.22
2026-03-02,80.80000305175781,96.61000061035156,80.2300033569336,96.13999938964844,32855500,0.0,0.0,86.55,79.66
2026-03-03,91.5,104.30000305175781,91.12999725341797,99.62999725341797,33367000,0.0,0.0,87.56,82.3
2026-03-04,102.80000305175781,106.3499984741211,101.4000015258789,105.2699966430664,24171000,0.0,0.0,90.94,85.18
2026-03-05,105.2699966430664,110.12000274658203,103.30000305175781,105.73999786376953,20902200,0.0,0.0,91.08,87.14
2026-03-06,102.81999969482422,106.29000091552734,100.06999969482422,101.91000366210938,19662200,0.0,0.0,88.65,87.65
2026-03-09,105.20999908447266,112.66000366210938,104.9000015258789,111.83999633789062,21509600,0.0,0.0,91.77,89.02
2026-03-10,113.44000244140625,121.80000305175781,112.80000305175781,118.08999633789062,24161100,0.0,0.0,91.54,89.86
2026-03-11,119.80000305175781,123.3949966430664,111.72000122070312,112.80999755859375,19437400,0.0,0.0,86.19,88.64
2026-03-12,113.04499816894531,117.77999877929688,112.1500015258789,114.18000030517578,12296200,0.0,0.0,83.67,86.98
2026-03-13,118.33499908447266,119.30000305175781,113.16000366210938,115.37999725341797,11354300,0.0,0.0,80.84,84.93
2026-03-16,120.1500015258789,126.5,119.7699966430664,125.83000183105469,18613500,0.0,0.0,86.38,85.42
2026-03-17,124.01000213623047,136.64999389648438,122.73999786376953,132.30999755859375,23078300,0.0,0.0,86.96,85.93
2026-03-18,131.49000549316406,135.48599243164062,128.0,132.83999633789062,16909300,0.0,0.0,87.84,86.57
2026-03-19,126.32499694824219,129.74000549316406,121.41000366210938,128.3300018310547,19498400,0.0,0.0,83.16,85.43
